RTH #	RSH #	RTK #	TH	SH	K	H POS	RTH Keyword	RSH Keyword	RTK Keyword	RTH Read	TH Read	RTH Lesson	RSH Lesson	RTK Lesson	K and H check	SH and TH check	K and TH keywords	SH and TH keywords	K and H Visual Check	orthodox	prc_variant	jpn_variant	is_duplicate
	(c)		咪	咪	咪			meow		mī	mī				K = SH = TH	SH = TH	RTK key & RTH key missing	RTH key missing		咪			FALSE
	(c)	2063	臼	臼	臼			mortar	mortar	jiù	jiù			RTK3v2-CH01	K = SH = TH	SH = TH	RTH key missing	RTH key missing		臼			FALSE
	(c)		哦	哦	哦	intj.		oh!		ò	ò|é|ó|o				K = SH = TH	SH = TH	RTK key & RTH key missing	RTH key missing		哦			FALSE
	(c)		呦	呦	呦	intj.		oh! (surprised)		yōu	yōu				K = SH = TH	SH = TH	RTK key & RTH key missing	RTH key missing		呦			FALSE
	(c)		橙	橙	橙			orange		chéng	chéng|dīng				K = SH = TH	SH = TH	RTK key & RTH key missing	RTH key missing		橙			FALSE
	(c)		俐	俐	俐			sharp intelligence		lì	lì				K = SH = TH	SH = TH	RTK key & RTH key missing	RTH key missing		俐			FALSE
	2797		膊	膊	膊			shoulder to arm		bó	bó		RSH2-L48		K = SH = TH	SH = TH	RTK key & RTH key missing	RTH key missing		膊			FALSE
	(c)		閨	闺	閨			small door		guī	guī				K = TH	SH <> TH	RTK key & RTH key missing	RTH key missing		閨	闺		FALSE
	(c)	1965	缶	缶	缶			tin can	tin can	fǒu	fǒu			RTK1v5-L53	K = SH = TH	SH = TH	RTH key missing	RTH key missing		缶			FALSE
	(c) 1100.1		么	幺				uno		yāo	me|má|yāo				K missing	SH <> TH	RTK key & RTH key missing	RTH key missing		么	幺		FALSE
	(c)		妳	妳	妳			you girl		nǐ	nǐ|nǎi				K = SH = TH	SH = TH	RTK key & RTH key missing	RTH key missing		妳			FALSE
	ch # 0018	2173	叶	叶	叶				within my ability	xié	xié			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		叶			FALSE
		2919	丞	丞	丞				helping hand		chéng			RTK3v2-CH03	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		丞			FALSE
		2884	丼	丼	丼				domburi		jǐng|dǎn			RTK3v2-CH03	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		丼			FALSE
		32	亙	亘	亘				span		gèng|gèn			RTK1v5-L02	K = SH	SH <> TH	RTH key missing	RSH key & RTH key missing		亙	亘		FALSE
		2153	仄	仄	仄				insinuate		zè			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		仄			FALSE
		960	仕	仕	仕				attend		shì			RTK1v5-L27	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		仕			FALSE
		2122	伎	伎	伎				performing artist		jì			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		伎			FALSE
		2115	伽	伽	伽				look after		jiā|gā|qié			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		伽			FALSE
		2111	佃	佃	佃				work a field		diàn			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		佃			FALSE
		2109	佼	佼	佼				comely		jiǎo			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		佼			FALSE
		2123	侃	侃	侃				integrity		kǎn			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		侃			FALSE
		3002	侑	侑	侑				condone		yòu			RTK3v2-CH14	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		侑			FALSE
		2127	俁	俣	俣				fork in a road		yǔ			RTK3v2-CH02	K = SH	SH <> TH	RTH key missing	RSH key & RTH key missing	Japanese kokuji	俁	俣		FALSE
		1633	俳	俳	俳				haiku		pái			RTK1v5-L42	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		俳			FALSE
		1547	俵	俵	俵				bag		biǎo|biào			RTK1v5-L40	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		俵			FALSE
		1574	俸	俸	俸				stipend		fèng			RTK1v5-L40	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		俸			FALSE
		2131	倅	倅	倅				my son		cuì|zú			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		倅			FALSE
		2119	倖	倖	倖				bliss		xìng			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		倖			FALSE
		979	倣	倣	倣				emulate		fǎng			RTK1v5-L27	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		倣			FALSE
		2106	倭	倭	倭				Yamato		wō|wēi			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		倭			FALSE
		2129	偲	偲	偲				memorial		sī|cāi|sǐ			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		偲			FALSE
		2841	冥	冥	冥				Hades		míng			RTK3v2-CH03	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		冥			FALSE
		2135	凋	凋	凋				wilt		diāo			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		凋			FALSE
		1488	刈	刈	刈				reap		yì			RTK1v5-L39	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		刈			FALSE
		2353	剔	剔	薙				trim		tī			RTK3v2-CH02	K <> H	SH = TH	RTH key missing	RSH key & RTH key missing	Variant	剔		薙	FALSE
		1523	劾	劾	劾				censure		hé			RTK1v5-L39	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		劾			FALSE
		2892	匡	匡	匡				set straight		kuāng			RTK3v2-CH03	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		匡			FALSE
		2041	卯	卯	卯				sign of the hare		mǎo			RTK1v5-L56	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		卯			FALSE
		1415	厄	厄	厄				unlucky		è			RTK1v5-L37	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		厄			FALSE
		2166	叩	叩	叩				bash		kòu			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		叩			FALSE
		2179	叱	叱	叱				scold		chì			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		叱			FALSE
		693	吏	吏	吏				officer		lì			RTK1v5-L23	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		吏			FALSE
		2170	吠	吠	吠				barking		fèi			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		吠			FALSE
		2953	呎	呎	呎				foot		chǐ			RTK3v2-CH04	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		呎			FALSE
		2156	咎	咎	咎				reprehend		jiù			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		咎			FALSE
		2704	哉	哉	哉				I wonder		zāi			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		哉			FALSE
		2178	唄	呗	唄				pop song		bei|bài			RTK3v2-CH02	K = TH	SH <> TH	RTH key missing	RSH key & RTH key missing		唄	呗		FALSE
		766	唆	唆	唆				tempt		suō			RTK1v5-L23	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		唆			FALSE
		2158	喋	喋	喋				chatter		dié|zhá			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		喋			FALSE
		1550	喫	喫	喫				consume		chī|kài			RTK1v5-L40	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		喫			FALSE
		1867	嗣	嗣	嗣				heir		sì			RTK1v5-L50	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		嗣			FALSE
		2161	噂	噂	噂				gossip		zǔn			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		噂			FALSE
		2177	噌	噌	噌				miso		cēng			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		噌			FALSE
		2167	噓	嘘	嘘				fib		shī|xū			RTK3v2-CH02	K = SH	SH <> TH	RTH key missing	RSH key & RTH key missing		噓	嘘		FALSE
		2172	嚙	啮	噛				chew		niè			RTK3v2-CH02	K <> H	SH <> TH	RTH key missing	RSH key & RTH key missing	Variant	嚙	啮	噛	FALSE
		2157	囁	嗫	囁				whisper		niè			RTK3v2-CH02	K = TH	SH <> TH	RTH key missing	RSH key & RTH key missing		囁	嗫		FALSE
		2918	圃	圃	圃				vegetable patch		pǔ			RTK3v2-CH03	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		圃			FALSE
		155	圭	圭	圭				squared jewel		guī			RTK1v5-L08	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		圭			FALSE
		2187	垢	垢	垢				blemish		gòu			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		垢			FALSE
		154	垣	垣	垣				hedge		yuán			RTK1v5-L08	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		垣			FALSE
		2979	埜	埜	埜				plains [old]		yě|shù			RTK3v2-CH06	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		埜			FALSE
		2189	埠	埠	埠				wharf		bù			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		埠			FALSE
		2183	埴	埴	埴				clay		zhí			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		埴			FALSE
		153	埼	埼	埼				cape		Qí			RTK1v5-L08	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		埼			FALSE
		1062	堀	堀	堀				ditch		kū			RTK1v5-L29	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		堀			FALSE
		2191	堰	堰	堰				dam		yàn			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		堰			FALSE
		1039	塚	冢	塚				hillock		zhǒng			RTK1v5-L28	K = TH	SH <> TH	RTH key missing	RSH key & RTH key missing		塚	冢		FALSE
		309	塾	塾	塾				cram school		shú			RTK1v5-L14	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		塾			FALSE
		1314	墮	堕	堕				degenerate		duò			RTK1v5-L35	K = SH	SH <> TH	RTH key missing	RSH key & RTH key missing		墮	堕		FALSE
		2186	壕	壕	壕				dugout		háo			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		壕			FALSE
		457	壹	壹	壱				I (one)		yī			RTK1v5-L18	K <> H	SH = TH	RTH key missing	RSH key & RTH key missing	Japanese variant	壹		壱	FALSE
		2141	夙	夙	夙				earlybird		sù			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		夙			FALSE
		2055	奄	奄	奄				encompassing		yān|yǎn			RTK3v2-CH01	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		奄			FALSE
		2932	奎	奎	奎				Andromeda		kuí			RTK3v2-CH03	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		奎			FALSE
		527	妃	妃	妃				queen		fēi			RTK1v5-L21	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		妃			FALSE
		507	妊	妊	妊				pregnancy		rèn			RTK1v5-L19	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		妊			FALSE
		2622	妾	妾	妾				concubine		qiè			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		妾			FALSE
		2201	姪	姪	姪				niece		zhí			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		姪			FALSE
		849	姬	姬	姫				princess		jī			RTK1v5-L25	K <> H	SH = TH	RTH key missing	RSH key & RTH key missing	Japanese variant	姬		姫	FALSE
		2012	娠	娠	娠				with child		shēn			RTK1v5-L55	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		娠			FALSE
		2198	娼	娼	娼				harlot		chāng			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		娼			FALSE
		2196	婢	婢	婢				handmaiden		bì			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		婢			FALSE
		1950	媛	媛	媛				beautiful woman		yuán|yuàn			RTK1v5-L53	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		媛			FALSE
		2202	嫉	嫉	嫉				envy		jí			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		嫉			FALSE
		440	嫡	嫡	嫡				legitimate wife		dí			RTK1v5-L18	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		嫡			FALSE
		2207	嬉	嬉	嬉				overjoyed		xī			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		嬉			FALSE
		2203	嬬	嬬	嬬				mistress		xū|rú|nòu			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		嬬			FALSE
		1530	孃	孃	嬢				lass		niáng|náng|ráng|rǎng			RTK1v5-L39	K <> H	SH = TH	RTH key missing	RSH key & RTH key missing	Japanese variant	孃		嬢	FALSE
		2209	孜	孜	孜				assiduous		zī			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		孜			FALSE
		2210	宥	宥	宥				soothe		yòu			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		宥			FALSE
		1708	寮	寮	寮				dormitory		liáo			RTK1v5-L44	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		寮			FALSE
		1095	尉	尉	尉				military officer		wèi			RTK1v5-L30	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		尉			FALSE
		2220	尻	尻	尻				buttocks		kāo			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		尻			FALSE
		772	岐	岐	岐				branch off		qí|Qí			RTK1v5-L24	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		岐			FALSE
		1115	岬	岬	岬				headland		jiǎ			RTK1v5-L30	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		岬			FALSE
		2226	峨	峨	峨				high mountain		é			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		峨			FALSE
		2977	峯	峯	峯				summit [alternate]		fēng			RTK3v2-CH06	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing	Variant of 峰	峯			FALSE
		2225	崚	崚	崚				rugged mountains		léng			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		崚			FALSE
		777	嵐	岚	嵐				storm		lán			RTK1v5-L24	K = TH	SH <> TH	RTH key missing	RSH key & RTH key missing		嵐	岚		FALSE
		2224	嵩	嵩	嵩				high-reaching		sōng			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		嵩			FALSE
		2230	嵯	嵯	嵯				rocky		cuó			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		嵯			FALSE
		2987	嶽	嶽	嶽				Point [old]		yuè			RTK3v2-CH06	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		嶽			FALSE
		2978	巖	岩	巌				boulder [old]		yán			RTK3v2-CH06	K <> H	SH <> TH	RTH key missing	RSH key & RTH key missing	Variant	巖	岩	巌	FALSE
		2042	巳	巳	巳				sign of the snake		sì			RTK1v5-L56	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		巳			FALSE
		2861	巽	巽	巽				southeast		xùn			RTK3v2-CH03	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		巽			FALSE
		410	幌	幌	幌				canopy		huǎng			RTK1v5-L18	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		幌			FALSE
		2232	幡	幡	幡				banner		fān			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		幡			FALSE
		2236	庇	庇	庇				overhang		bì			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		庇			FALSE
		2234	庖	庖	庖				cleaver		páo			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		庖			FALSE
		2056	庵	庵	庵				hermitage		ān			RTK3v2-CH01	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		庵			FALSE
		1191	庶	庶	庶				commoner		shù			RTK1v5-L32	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		庶			FALSE
		742	弁	弁	弁				valve		biàn			RTK1v5-L23	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		弁			FALSE
		1233	弔	弔	弔				condolences		diào|dì			RTK1v5-L33	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		弔			FALSE
		2242	弛	弛	弛				loosen		chí			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		弛			FALSE
		1878	弧	弧	弧				arc		hú			RTK1v5-L50	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		弧			FALSE
		2240	彊	彊	彊				strengthen		qiáng|jiàng|qiǎng|jiāng			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		彊			FALSE
		2850	彗	彗	彗				comet		huì			RTK3v2-CH03	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		彗			FALSE
		2876	彪	彪	彪				mottled		biāo			RTK3v2-CH03	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		彪			FALSE
		1710	彫	彫	彫				carve		diāo			RTK1v5-L45	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		彫			FALSE
		2275	怯	怯	怯				wince		qiè			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		怯			FALSE
		3014	恣	恣	恣				selfish		zì			RTK1v5-Sup.	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		恣			FALSE
		2283	悌	悌	悌				respect for elders		tì			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		悌			FALSE
		2059	悛	悛	悛				make amends		quān			RTK3v2-CH01	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		悛			FALSE
		2279	惇	惇	惇				considerate		dūn			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		惇			FALSE
		2277	惚	惚	惚				infatuation		hū			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		惚			FALSE
		3024	慄	慄	慄				shudder		lì			RTK1v5-Sup.	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		慄			FALSE
		2280	憧	憧	憧				yearn		chōng			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		憧			FALSE
		611	憩	憩	憩				recess		qì			RTK1v5-L22	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		憩			FALSE
		3016	憬	憬	憬				hanker		jǐng			RTK1v5-Sup.	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		憬			FALSE
		2083	懺	忏	懺				penitential		chàn			RTK3v2-CH01	K = TH	SH <> TH	RTH key missing	RSH key & RTH key missing		懺	忏		FALSE
		1081	戾	戾	戻				re-		lì			RTK1v5-L29	K <> H	SH = TH	RTH key missing	RSH key & RTH key missing	Japanese variant	戾		戻	FALSE
		1638	扉	扉	扉				front door		fēi			RTK1v5-L42	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		扉			FALSE
		690	扱	扱	扱				handle		xī|chā|qì			RTK1v5-L23	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		扱			FALSE
		2274	抉	抉	抉				gouge out		jué			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		抉			FALSE
		769	拙	拙	拙				bungling		zhuō			RTK1v5-L24	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		拙			FALSE
		2261	拶	拶	拶				imminent		zǎn			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		拶			FALSE
		2256	捌	捌	捌				deal with		bā			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		捌			FALSE
		2269	捗	捗	捗				make headway		liàn|bù|pú|zhì			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		捗			FALSE
		2250	捺	捺	捺				impress		nà			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		捺			FALSE
		2251	捻	捻	捻				wrenching		niǎn			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		捻			FALSE
		3007	掟	掟	掟				mandate		lüě|dìng|dīng|zhěng			RTK3v2-CH14	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		掟			FALSE
		2255	揃	揃	揃				muster		jiān|jiǎn|qiān			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		揃			FALSE
		2263	揖	揖	揖				collect		yī			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		揖			FALSE
		2252	搔	搔	掻				scratch		sāo			RTK3v2-CH02	K <> H	SH = TH	RTH key missing	RSH key & RTH key missing	Variant	搔		掻	FALSE
		1324	搾	搾	搾				squeeze		zhà			RTK1v5-L35	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		搾			FALSE
		2249	摑	掴	掴				clutch		guó|guāi			RTK3v2-CH02	K = SH	SH <> TH	RTH key missing	RSH key & RTH key missing		摑	掴		FALSE
		2258	摺	摺	摺				rubbing		zhé			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		摺			FALSE
		2266	撚	撚	撚				twirl		niǎn			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		撚			FALSE
		822	撮	撮	撮				snapshot		cuō|zuǒ			RTK1v5-L25	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		撮			FALSE
		2272	擢	擢	擢				outstanding		zhuó			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		擢			FALSE
		1667	敕	敕	勅				imperial order		chì			RTK1v5-L43	K <> H	SH = TH	RTH key missing	RSH key & RTH key missing	Japanese variant	敕		勅	FALSE
		2897	斐	斐	斐				symmetrically patterned		fěi			RTK3v2-CH03	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		斐			FALSE
		2781	斡	斡	斡				auspices		wò			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		斡			FALSE
		2442	晏	晏	晏				clear skies		yàn			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		晏			FALSE
		2438	晟	晟	晟				aglow		shèng|chéng|jīng			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		晟			FALSE
		2452	晦	晦	晦				last day of the month		huì			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		晦			FALSE
		2440	暉	晖	暉				glitter		huī			RTK3v2-CH02	K = TH	SH <> TH	RTH key missing	RSH key & RTH key missing		暉	晖		FALSE
		2843	暝	暝	暝				murky		míng			RTK3v2-CH03	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		暝			FALSE
		424	曇	昙	曇				cloudy weather		tán			RTK1v5-L18	K = TH	SH <> TH	RTH key missing	RSH key & RTH key missing		曇	昙		FALSE
		2437	曖	暧	曖				equivocal		ài			RTK3v2-CH02	K = TH	SH <> TH	RTH key missing	RSH key & RTH key missing		曖	暧		FALSE
		2448	曙	曙	曙				dawn		shǔ			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		曙			FALSE
		576	曜	曜	曜				weekday		yào			RTK1v5-L21	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		曜			FALSE
		2447	曝	曝	曝				air out		bào|pù			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		曝			FALSE
		2848	曳	曳	曳				tow		yè			RTK3v2-CH03	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		曳			FALSE
		2846	朔	朔	朔				first day of the month		shuò			RTK3v2-CH03	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		朔			FALSE
		2027	朕	朕	朕				majestic plural		zhèn			RTK1v5-L56	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		朕			FALSE
		212	札	札	札				tag		zhá			RTK1v5-L10	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		札			FALSE
		2510	杓	杓	杓				wooden ladle		sháo|biāo			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		杓			FALSE
		2484	杭	杭	杭				picket		Háng			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		杭			FALSE
		2503	杵	杵	杵				wooden pestle		chǔ			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		杵			FALSE
		2501	杷	杷	杷				grain rake		pá			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		杷			FALSE
		2519	枇	枇	枇				loquat		pí			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		枇			FALSE
		2485	柊	柊	柊				holly		zhōng			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		柊			FALSE
		2482	柑	柑	柑				citrus tree		gān			RTK3v2-CH02	K = SH = TH	SH = TH	RTH key missing	RSH key & RTH key missing		柑			FALSE
